name,address,tel,kind,enabletime,email
北斗斗苑,(52146)彰化縣北斗鎮斗苑路１段366號,(04)8870151,alllink,7:30 - 22:30,
和美德美,(50851)彰化縣和美鎮德美路551號,(04)7562227,alllink,7:30 - 22:30,
花壇彰員,(50350)彰化縣花壇鄉彰員路３段105、109號,(04)7860609,alllink,7:30-22:30,
彰化大村,(51541)彰化縣大村鄉中正西路98、100號,(04)8533987,alllink,,
彰化員鹿,(50649)彰化縣福興鄉員鹿路２段88號,(04)7778035,alllink,7:30-22:30,
明賢,(54242)南投縣草屯鎮中山街57號,(049)2313422,alllink,8:00 - 23:00,
埔里,(54551)南投縣埔里鎮中山路３段376號,(049)2917624,alllink,7:30 - 22:30,
南投,南投縣南投市南陽路452號1樓,(049)2248375,alllink,7:30 - 22:30,
大明,南投縣竹山鎮竹圍里大禮路129號,(049)2633062,alllink,7:30 - 22:30,
南興,南投縣埔里鎮南興街249號,(049)2998508,alllink,7:30 - 22:30,
草屯,南投縣草屯鎮信義街368號,(049)2314191,alllink,7:30 - 22:30,
北門,南投縣埔里鎮自強路80號,(049)2421160,alllink,7:30 - 22:30,
虎山,南投縣草屯鎮虎山路500之1之4號,(049)2331920,alllink,8:00 - 23:00,
南投名間,南投縣名間鄉南雅村市場巷11之17號,(049)2736891,alllink,7:30 - 22:30,
竹山,南投縣竹山鎮竹山路136號,(049)2635201,alllink,7:30 - 22:30,
南投南陽,南投縣南投市文昌街19號,(049)2201328,alllink,7:30 - 22:30,
水里,南投縣水里鄉中山路一段271號,(049)2871571,alllink,7:30 - 22:30,
鹿谷,(55844)南投縣鹿谷鄉鹿彰路316號,(049)2750062,alllink,7:30 - 22:30,
埔里信義,(54541)南投縣埔里鎮信義路217號,(049)2420940,alllink,7:30 - 22:30,
埔里中正,(54544)南投縣埔里鎮中正路597號,(049)2990372,alllink,7:30 - 22:30,
草屯和興,(54241)南投縣草屯鎮和興街55號,(049)2320105,alllink,7:30 - 22:30,
南投學藝,(54046)南投縣南投市學藝路27號,(049)2350152,alllink,7:30 - 22:30,
斗六上海,雲林縣斗六市杭州街18號,(05)5378158,alllink,7:30 - 22:30,
雲林古坑,雲林縣古坑鄉中山路179號,(05)5820436,alllink,7:30 - 22:30,
雲林麥寮,雲林縣麥寮鄉中山路436號,(05)6930278,alllink,7:30 - 22:30,
斗六,雲林縣斗六市林頭里莊敬路43號,(05)5322594,alllink,7:30 - 22:30,
斗南,雲林縣斗南鎮中山路32巷6號,(05)5951419,alllink,7:30 - 22:30,
虎尾二,雲林縣虎尾鎮民生路39號,(05)6363098,alllink,7:30 - 22:30,
斗六圓環,(64045)雲林縣斗六市公正街11號,(05)5349218,alllink,7:30 - 22:30,
西螺中山,雲林縣西螺鎮中山路182號,(05)5862575,alllink,7:30 - 22:30,
北港民享,(65145)雲林縣北港鎮民享路9號,(05)7730031,alllink,7:30 - 22:30,
斗六民生,雲林縣斗六市南興街41號,(05)5371892,alllink,7:30 - 22:30,
虎尾,(63244)雲林縣虎尾鎮光復路503號之8,(05)6332513,alllink,7:30 - 22:30,
西螺,雲林縣西螺鎮光復西路117號,(05)5860703,alllink,7:30 - 22:30,
北港,雲林縣北港鎮華勝路171號,(05)7834540,alllink,7:30 - 22:30,
崙背中山,雲林縣崙背鄉中山路200號,(05)6969939,alllink,7:30 - 22:30,
雲林莿桐,(64741)雲林縣莿桐鄉西安路19-1號,(05)5845325,alllink,7:30 - 22:30,
雲林土庫,(63345)雲林縣土庫鎮建國路161號,(05)6620005,alllink,7:30 - 22:30,
斗六西平,(64049)雲林縣斗六市西平路248號,(05)5333028,alllink,7:30 - 22:30,
斗南長安,(63052)雲林縣斗南鎮長安路１段177號,(05)5975517,alllink,7:30 - 22:30,
虎尾林森,(63256)雲林縣虎尾鎮林森路２段434號,(05)6360916,alllink,7:30 - 22:30,
二崙民權,(64941)雲林縣二崙鄉民權路21號,(05)5989398,alllink,7:30 - 22:30,
雲林大埤,(63146)雲林縣大埤鄉中正路27號,(05)5917016,alllink,7:30 - 22:30,
斗六鎮南,(64072)雲林縣斗六市鎮南路246號,(05)5330746,alllink,7:30-22:30,
吳鳳,(60063)嘉義市東區吳鳳南路529號,(05)2272869,alllink,7:30 - 22:30,
嘉義興業,(60058)嘉義市西區興業西路325號,(05)2850056,alllink,8:00 - 23:00,
嘉義東門,(60048)嘉義市東區和平路134-13號,(05)2762093,alllink,8:00 - 23:00,
嘉義竹圍,(60085)嘉義市西區四維路368號,(05)2815889,alllink,7:00 - 22:00,
嘉義忠孝,(60080)嘉義市東區忠孝路436號,(05)2761070,alllink,7:30 - 22:30,
嘉義友愛,(60083)嘉義市西區友愛路402號,(05)2331566,alllink,7:30 - 22:30,
嘉義仁愛,(60045)嘉義市西區仁愛路335號1-2樓,(05)2280211,alllink,8:00 - 23:00,
嘉義大統,(60089)嘉義市西區大統路171號,(05)2831017,alllink,7:30 - 22:30,
嘉義軍輝,(60065)嘉義市東區軍輝路266號,(05)2391390,alllink,7:30 - 22:30,
嘉義民國,(60043)嘉義市東區民國路30號,(05)2761825,alllink,7:30 - 22:30,
嘉義南京,(60061)嘉義市西區南京路416號,(05)2361370,alllink,7:30 - 22:30,
嘉義大雅,(60076)嘉義市東區大雅路２段555號,(05)2766057,alllink,7:30 - 22:30,
嘉義興業二,(60057)嘉義市東區興業東路40號,(05)2256535,alllink,7:30-22:30,
嘉義民權,(60044)嘉義市東區民權路177號,(05)2761381,alllink,7:30-22:30,
嘉義榮昌,(60058)嘉義市西區興業西路526號,(05)2840286,alllink,8:00-23:00,
民雄頭橋,嘉義縣民雄鄉福樂村埤角139號,(05)2211583,alllink,7:30 - 22:30,
民雄,嘉義縣民雄鄉復興路226號,(05)2260789,alllink,7:30 - 22:30,
大同,嘉義縣朴子市大同路60號,(05)3792189,alllink,7:30 - 22:30,
新港,嘉義縣新港鄉中山路72巷2之1號,(05)3740900,alllink,7:30 - 22:30,
竹崎,嘉義縣竹崎鄉中華路106號,(05)2612028,alllink,7:30 - 22:30,
水上,嘉義縣水上鄉吳竹街135號,(05)2687735,alllink,7:30 - 22:30,
太保中興,(61251)嘉義縣太保市中興路１段609號,(05)2371123,alllink,7:30 - 22:30,
朴子文化,(61341)嘉義縣朴子市文化北路18號,(05)3661275,alllink,7:30 - 22:30,
大林忠孝,(62241)嘉義縣大林鎮忠孝路596號,(05)2659389,alllink,7:30 - 22:30,
嘉義布袋,(62547)嘉義縣布袋鎮太平東路455、457號,(05)3470611,alllink,7:30 - 22:30,
朴子,(61347)嘉義縣朴子市大同路291號,(05)3700345,alllink,7:30-22:30,
台南湖美,台南市北區和緯路五段30號,(06)2590500,alllink,8:00 - 23:00,
台南安中,(70943)台南市安南區安中路１段872號,(06)2563017,alllink,7:30 - 22:30,
台南,台南市北區忠義路三段11號2樓,(06)2203009,alllink,7:00 - 22:00,
後甲,台南市東區東安路20號,(06)2383270,alllink,7:30 - 22:30,
崇善,台南市東區崇善路666號,(06)3355809,alllink,7:30 - 22:30,
延平,台南市北區公園路798號1樓,(06)2832310,alllink,7:30 - 22:30,
安和,台南市安南區安和路四段557號1樓,(06)3550302,alllink,7:30 - 22:30,
裕農,台南市東區裕農路400號,(06)2361346,alllink,7:30 - 22:30,
金華,台南市南區金華路二段85號,(06)2910826,alllink,7:30 - 22:30,
台南和緯,台南市北區和緯路二段172號,(06)2810737,alllink,8:00 - 23:00,
台南自強,台南市東區中華東路二段237號1樓,(06)2699822,alllink,7:30 - 22:30,
台南西港,台南市西港區中山路352號1樓,(06)7961531,alllink,7:30 - 22:30,
永康大灣,台南市永康區崑山街1號,(06)2055428,alllink,7:30 - 22:30,
永康中山,(71075)台南市永康區中山南路63.65.67.69號,(06)3035210,alllink,8:00 - 23:00,
台南仁德,台南市仁德區民安路一段402號,(06)2498371,alllink,7:30 - 22:30,
永康永大,台南市永康區永大路三段35號,(06)2031075,alllink,7:30 - 22:30,
民治,台南市新營區民治路5之1號1樓,(06)6374487,alllink,7:30 - 22:30,
歸仁,台南市歸仁區復興路87號,(06)2391358,alllink,7:30 - 22:30,
白河,(73241)台南市白河區富民路142號,(06)6840717,alllink,7:30 - 22:30,
永康正強,(71071)台南市永康區正強街172號,(06)2030220,alllink,7:30 - 22:30,
麻豆,台南市麻豆區博愛路7號,(06)5722740,alllink,7:30 - 22:30,
學甲,台南市學甲區中山路56號,(06)7832399,alllink,7:30 - 22:30,
佳里,台南市佳里區建南街112號,(06)7223866,alllink,7:30 - 22:30,
台南鹽埕,台南市南區金華路一段365號,(06)2612801,alllink,7:30 - 22:30,
永康南工,台南市永康區中山南路282之5號,(06)3023827,alllink,7:30 - 22:30,
仁德中正,台南市仁德區中正路三段126號,(06)2496056,alllink,7:30 - 22:30,
新化,台南市新化區中正路540之1號,(06)5970281,alllink,7:30 - 22:30,
歸仁中山,(71152)台南市歸仁區中山路３段2號,(06)2301086,alllink,7:30 - 22:30,
培安,(70958)台南市安南區安和路１段463號,(06)2550651,alllink,7:30 - 22:30,
永康北灣,(71063)台南市永康區永大路２段1068號,(06)2712378,alllink,7:30 - 22:30,
台南新市,(74447)台南市新市區中正路162號,(06)5893501,alllink,8:00 - 23:00,
善化忠孝,(74153)台南市善化區忠孝路66號,(06)5856080,alllink,8:00 - 23:00,
台南海佃,(70966)台南市安南區海佃路３段138號,(06)2563207,alllink,7:30 - 22:30,
台南大勇,(70055)台南市中西區金華路３段69號,(06)2260151,alllink,8:00 - 23:00,
新營民生,(73051)台南市新營區民生路172號,(06)6571758,alllink,7:30 - 22:30,
善化中正,(74151)台南市善化區中正路419號,(06)5814883,alllink,8:00 - 23:00,
台南文平,(70846)台南市安平區文平路271號,(06)2930117,alllink,7:30 - 22:30,
新營復興,(73043)台南市新營區復興路150-3號1.2樓,(06)6370709,alllink,8:00 - 23:00,
台南崇德,(70161)台南市東區崇德路154-156號,(06)2606907,alllink,7:30 - 22:30,
麻豆興國,(72148)台南市麻豆區興國路36-5號,(06)5716610,alllink,7:30 - 22:30,
台南崇明,(70147)台南市東區崇明路385號1、2樓,(06)2697051,alllink,7:30 - 22:30,
鹽水,(73741)台南市鹽水區後厝70號,(06)6530571,alllink,8:00 - 23:00,
台南崇道,(70171)台南市東區崇道路22.24號,(06)2891385,alllink,7:30 - 22:30,
台南六甲,(73441)台南市六甲區中山路93號,(06)6981031,alllink,7:30 - 22:30,
台南華平,(70845)台南市安平區華平路619號,(06)2996925,alllink,7:30 - 22:30,
台南長榮,(70143)台南市東區長榮路２段180號,(06)2090030,alllink,7:30 - 22:30,
台南永成,(70261)台南市南區永成路３段523號,(06)2619698,alllink,7:30 - 22:30,
佳里中山,(72243)台南市佳里區中山路452.456號,(06)7210507,alllink,7:30 - 22:30,
台南仁和,(70174)台南市東區仁和路77-38號,(06)2891296,alllink,7:30 - 22:30,
下營中山,(73546)台南市下營區中山路１段250號,(06)6897008,alllink,7:30 - 22:30,
台南海安,(70451)台南市北區海安路３段747號,(06)2589705,alllink,8:00 - 23:00,
台南健康,(70263)台南市南區健康路１段435號,(06)2650321,alllink,7:30 - 22:30,
永康復國,(71054)台南市永康區復國一路5號,(06)3122637,alllink,7:30-22:30,
中華西,(70262)台南市南區中華西路１段306號,(06)2640116,alllink,7:30 - 22:30,
台南國平,(70845)台南市安平區國平路210-218號,(06)2995138,alllink,7:30 - 22:30,
台南土城,(70948)台南市安南區安中路６段702號,(06)2574205,alllink,7:30 - 22:30,
麻豆中正,(72144)台南市麻豆區中正路348.348-1號,(06)5710031,alllink,7:30-22:30,
佳里安西,(72247)台南市佳里區安西路205號,(06)7210050,alllink,7:30-22:30,
新營金華,(73066)台南市新營區隋唐街197號,(06)6569905,alllink,7:30-22:30,
白河國泰,(73242)台南市白河區國泰路127號,(06)6856390,alllink,7:30-22:30,
瑞祥,高雄市前鎮區崗山西街206號,(07)7153377,alllink,8:00 - 23:00,
小港宏平,(81268)高雄市小港區宏平路１５２號１樓,(07)8053690,alllink,8:00 - 23:00,
光華,(80253)高雄市苓雅區光華一路148號之31,(07)7274633,alllink,8:00 - 23:00,
北左營,高雄市左營區重愛路112號,(07)3455301,alllink,8:00 - 23:00,
鼓山,高雄市鼓山區銘傳路61號,(07)5885867,alllink,8:00 - 23:00,
鼎金,高雄市三民區鼎泰街232號,(07)3423622,alllink,8:00 - 23:00,
高雄博愛,高雄市三民區博愛一路229號,(07)3235033,alllink,8:00 - 23:00,
小港漢民,高雄市小港區漢民路393號,(07)8065380,alllink,8:00 - 23:00,
草衙,(80668)高雄市前鎮區草衙二路３３７號,(07)8115011,alllink,7:30 - 22:30,
右昌,(81157)高雄市楠梓區德民路838號,(07)3600218,alllink,8:00 - 23:00,
高雄一心,高雄市前鎮區一心二路157號1樓,(07)3300128,alllink,8:00 - 23:00,
左營富國,高雄市左營區富國路87號,(07)5570038,alllink,8:00 - 23:00,
高雄苓雅,高雄市苓雅區林森二路36號,(07)3300858,alllink,8:00 - 23:00,
高雄明誠,(80786)高雄市三民區明誠一路358號,(07)3428178,alllink,8:00 - 23:00,
高雄建工,(80778)高雄市三民區建工路736號,(07)3820860,alllink,8:00 - 23:00,
左營海總,(81143)高雄市楠梓區軍校路800號,(07)3011528,alllink,8:00 - 23:00,
高雄復興,高雄市新興區復興二路260號1樓,(07)2221531,alllink,8:00 - 23:00,
高雄苓雅二,(80248)高雄市苓雅區苓雅一路406-1號,(07)3332905,alllink,8:00 - 23:00,
高雄三多,高雄市苓雅區三多二路1號1樓,(07)7610289,alllink,7:30 - 22:30,
高雄大昌,(80776)高雄市三民區大昌二路525號1、2樓,(07)3800272,alllink,8:00 - 23:00,
左營富民,(81358)高雄市左營區富民路342號,(07)5563711,alllink,8:00 - 23:00,
高雄七賢,高雄市新興區七賢二路10號,(07)2850181,alllink,8:00 - 23:00,
高雄中華,(80145)高雄市前金區中華三路171號,(07)2612669,alllink,8:00 - 23:00,
高雄博愛三,(81367)高雄市左營區博愛三路336號,(07)3485915,alllink,8:00 - 23:00,
高雄義華,(80770)高雄市三民區義華路92號,(07)3800981,alllink,8:00 - 23:00,
前金,高雄市前金區旺盛街166號1樓,(07)2723512,alllink,8:00 - 23:00,
左營,高雄市左營區新庄仔路233號1樓,(07)3417871,alllink,8:00 - 23:00,
岡山,高雄市岡山區仁壽路22號,(07)6266367,alllink,8:00 - 23:00,
大寮二,高雄市大寮區鳳林四路254號,(07)7863176,alllink,8:00 - 23:00,
旗山,(84241)高雄市旗山區延平一路453號,(07)6613117,alllink,7:30 - 22:30,
鳳山五甲,高雄市鳳山區錦田路189號,(07)8311539,alllink,8:00 - 23:00,
高雄大社,高雄市大社區中山路347號,(07)3541006,alllink,8:00 - 23:00,
高雄阿蓮,高雄市阿蓮區民族路38巷13號,(07)6320140,alllink,7:30 - 22:30,
高雄燕巢,(82447)高雄市燕巢區中民路709號之3,(07)6160786,alllink,8:00 - 23:00,
高雄林園,高雄市林園區東林西路394號,(07)6462071,alllink,7:30 - 22:30,
鳳山平等,(83070)高雄市鳳山區平等路50號,(07)7430650,alllink,8:00 - 23:00,
高雄仁武,(81463)高雄市仁武區仁雄路25號之1,(07)3716721,alllink,8:00 - 23:00,
高雄林園三,高雄市林園區林園北路495巷1號,(07)6436138,alllink,7:30 - 22:30,
高雄路竹,(82146)高雄市路竹區中正路180號,(07)6073781,alllink,7:30 - 22:30,
高雄九如,(80764)高雄市三民區九如一路609號,(07)3801671,alllink,8:00 - 23:00,
鳳山中山,(83065)高雄市鳳山區中山路66號,(07)7191508,alllink,8:00 - 23:00,
鳳山南華,高雄市鳳山區南華路83號1樓,(07)7111486,alllink,8:00 - 23:00,
鳳山瑞隆,高雄市鳳山區瑞隆東路50號,(07)7630902,alllink,8:00 - 23:00,
高雄覺民,高雄市三民區覺民路617號,(07)3821350,alllink,8:00 - 23:00,
高雄四維,(80247)高雄市苓雅區四維四路178號,(07)2695209,alllink,8:00 - 23:00,
高雄自由,(81363)高雄市左營區自由三路20號,(07)3418682,alllink,8:00 - 23:00,
高雄重信,高雄市左營區重信路8號,(07)3418371,alllink,8:00 - 23:00,
高雄左大,高雄市左營區左營大路272號,(07)5811619,alllink,8:00 - 23:00,
岡山民有,(82051)高雄市岡山區民有路44號,(07)6231589,alllink,8:00 - 23:00,
高雄德賢,(81154)高雄市楠梓區德賢路479號1樓,(07)3613191,alllink,7:30 - 22:30,
高雄二聖,(80654)高雄市前鎮區二聖一路290號,(07)7240958,alllink,7:30 - 22:30,
高雄興楠,(81163)高雄市楠梓區興楠路72號,(07)3517731,alllink,8:00 - 23:00,
高雄自強,(80749)高雄市三民區自強一路245號,(07)2010881,alllink,7:30 - 22:30,
高雄明仁,(80794)高雄市三民區明仁路57號,(07)3431528,alllink,8:00 - 23:00,
仁武永仁,(81457)高雄市仁武區永仁街352號,(07)3716382,alllink,8:00 - 23:00,
前鎮康定,(80673)高雄市前鎮區康定路170號,(07)8126240,alllink,7:30 - 22:30,
梓官中崙,(82641)高雄市梓官區中崙路231號,(07)6170891,alllink,7:30 - 22:30,
高雄明倫,(80468)高雄市鼓山區明倫路466號,(07)5502381,alllink,8:00 - 23:00,
小港,(81246)高雄市小港區小港路150-3號1樓,(07)8112962,alllink,8:00 - 23:00,
鳳山光復,(83063)高雄市鳳山區光復路107號,(07)7192508,alllink,8:00 - 23:00,
高雄建國,(80284)高雄市苓雅區建國一路107號,(07)7150179,alllink,7:30 - 22:30,
美濃,(84348)高雄市美濃區泰安路172號,(07)6810518,alllink,7:30 - 22:30,
高雄榮佑,(81362)高雄市左營區榮佑路25號,(07)3109872,alllink,8:00 - 23:00,
仁武中華,(81452)高雄市仁武區中華路190號,(07)3746681,alllink,8:00 - 23:00,
小港店北,(81248)高雄市小港區店北路159號,(07)8010957,alllink,8:00 - 23:00,
鳳山青年,(83067)高雄市鳳山區青年路２段261號,(07)7670050,alllink,8:00 - 23:00,
鳳山信義,(83064)高雄市鳳山區信義街73號,(07)7450497,alllink,8:00 - 23:00,
鳥松本館,(83349)高雄市鳥松區本館路391之3號,(07)3702528,alllink,8:00 - 23:00,
高雄鳳林,(83252)高雄市林園區鳳林路２段37號,(07)6464215,alllink,8:00 - 23:00,
橋頭隆豐,(82543)高雄市橋頭區隆豐路137號,(07)6111256,alllink,8:00-23:00,
鳳山五福,(83087)高雄市鳳山區五福二路32號,(07)8122256,alllink,8:00 - 23:00,
鳳山青年二,(83053)高雄市鳳山區青年路２段421號,(07)7778239,alllink,8:00 - 23:00,
鳳山保泰,(83083)高雄市鳳山區保泰路376號,(07)7136128,alllink,7:30 - 22:30,
岡山壽華,(82041)高雄市岡山區壽華路131號,(07)6212979,alllink,8:00 - 23:00,
大寮,(83152)高雄市大寮區鳳林三路449.451號,(07)7830052,alllink,8:30 - 22:30,
高雄華夏,(80454)高雄市鼓山區華夏路176號,(07)5226091,alllink,8:00 - 23:00,
高雄鼎力,(80790)高雄市三民區鼎力路243號,(07)3422782,alllink,7:30 - 22:30,
岡山大仁,(82061)高雄市岡山區大仁北路3號1樓,(07)6229261,alllink,7:30 - 22:30,
高雄四維二,(80266)高雄市苓雅區四維二路100之5號,(07)7151735,alllink,8:00 - 23:00,
高雄管仲,(80661)高雄市前鎮區管仲路20號,(07)3340031,alllink,8:00 - 23:00,
高雄鹽埕,(80341)高雄市鹽埕區七賢三路243、247號1樓,(07)5212952,alllink,,
左營高鐵,(81355)高雄市左營區華夏路1255號,(07)3418229,alllink,8:00-23:00,
潮州,屏東縣潮州鎮延平路156號,(08)7893198,alllink,8:00 - 23:00,
屏東大連,屏東縣屏東市大連路21號1樓,(08)7380281,alllink,7:30 - 22:30,
屏東龍泉,屏東縣內埔鄉昭勝路60號,(08)7709236,alllink,7:30 - 22:30,
屏東高樹,屏東縣高樹鄉南興路77之7號,(08)7967341,alllink,7:30 - 22:30,
屏東自由,(90065)屏東縣屏東市自由路589號,(08)7666812,alllink,8:00 - 23:00,
內埔學人,屏東縣內埔鄉學人路713號,(08)7790633,alllink,7:30 - 22:30,
屏東,屏東縣屏東市民族路202號,(08)7328738,alllink,7:30 - 22:30,
內埔,屏東縣內埔鄉內田村廣濟路207號1樓,(08)7787142,alllink,7:30 - 22:30,
介壽,屏東縣潮州鎮介壽路81號1樓,(08)7883320,alllink,8:00 - 23:00,
林森,屏東縣屏東市林森路100號1樓,(08)7651175,alllink,8:00 - 23:00,
東港,(92842)屏東縣東港鎮長春一路８０號,(08)8321445,alllink,8:00 - 23:00,
恆春,屏東縣恆春鎮恆南路1巷58號,(08)8893263,alllink,7:30 - 22:30,
勝利,屏東縣屏東市勝利東路41號1樓,(08)7237019,alllink,8:00 - 23:00,
屏東佳冬,(93144)屏東縣佳冬鄉中山路55號之5,(08)8671196,alllink,7:30 - 22:30,
萬丹,(91341)屏東縣萬丹鄉大憲街210號,(08)7763110,alllink,7:30 - 22:30,
東港博愛,(92843)屏東縣東港鎮博愛街268號之1,(08)8310140,alllink,8:00 - 23:00,
朝昇,(92047)屏東縣潮州鎮潮昇東路93號,(08)7861925,alllink,8:00 - 23:00,
鹽埔,(90741)屏東縣鹽埔鄉維新路42-5號,(08)7935277,alllink,7:30 - 22:30,
屏東永大,(90091)屏東縣屏東市永大路71號,(08)7522260,alllink,7:30 - 22:30,
萬丹大順,(91350)屏東縣萬丹鄉大順路56號,(08)7072550,alllink,7:30 - 22:30,
新園,(93245)屏東縣新園鄉仙吉路32號,(08)8682529,alllink,7:30 - 22:30,
屏東廣東,(90060)屏東縣屏東市廣東路1108-10號,(08)7660180,alllink,7:30-10:30,
屏東中正,(90059)屏東縣屏東市中正路590號,(08)7383072,alllink,8:00 - 23:00,
屏東復興南,(90094)屏東縣屏東市復興南路１段187號,(08)7515297,alllink,7:30 - 22:30,
屏東林邊,(92741)屏東縣林邊鄉中林路282-16號,(08)8753263,alllink,7:30 - 22:30,
屏東里港,(90541)屏東縣里港鄉鐵店路21-30.21-31號,(08)7720028,alllink,7:30-22:30,
屏東瑞民,(90049)屏東縣屏東市瑞民路6號,(08)7211380,alllink,7:30 - 22:30,
屏東枋寮,(94043)屏東縣枋寮鄉中興路22-17號,(08)8787125,alllink,7:30-22:30,
羅東中正,(26546)宜蘭縣羅東鎮中正南路88號,(03)9559203,alllink,7:30 - 22:30,
宜蘭五結,(26845)宜蘭縣五結鄉五結路２段450號,(03)9601380,alllink,7:30 - 22:30,
宜蘭頭城,宜蘭縣頭城鎮開蘭路149號地下1樓,(03)9779542,alllink,7:30 - 22:30,
礁溪,宜蘭縣礁溪鄉六結村育才路1號,(039)889932,alllink,7:30 - 22:30,
羅東,(26563)宜蘭縣羅東鎮純精路１段8號,(03)9531600,alllink,7:30 - 22:30,
宜蘭復興,(26051)宜蘭縣宜蘭市復興路２段36號,(039)367018,alllink,7:30 - 22:30,
冬山,(26948)宜蘭縣冬山鄉冬山路１段837號,(03)9596821,alllink,7:30 - 22:30,
宜蘭中山,宜蘭縣宜蘭市中山路二段83號,(03)9355264,alllink,7:30 - 22:30,
宜蘭三星,(26641)宜蘭縣三星鄉中山路30-1號,(03)9895518,alllink,7:00 - 22:00,
宜蘭北門,(26044)宜蘭縣宜蘭市中山路３段95號,(03)9315081,alllink,7:30 - 22:30,
羅東南門,(26545)宜蘭縣羅東鎮南門路86號,(039)571752,alllink,7:30 - 22:30,
羅東倉前,(26561)宜蘭縣羅東鎮倉前路49號,(03)9532430,alllink,8:00 - 23:00,
羅東純精,(26549)宜蘭縣羅東鎮純精路２段230號1-2號,(03)9566151,alllink,7:30 - 22:30,
宜蘭東港,(26057)宜蘭縣宜蘭市東港路36號,(03)9372105,alllink,7:30 - 22:30,
宜蘭三清,(26049)宜蘭縣宜蘭市三清路96號,(03)9315712,alllink,7:30 - 22:30,
宜蘭健康,(26047)宜蘭縣宜蘭市健康路２段70.72.76.78號,(03)9332910,alllink,7:30 - 22:30,
宜蘭泰山,(26052)宜蘭縣宜蘭市泰山路332號,(03)9310208,alllink,,
宜蘭新生,(26054)宜蘭縣宜蘭市中山路５段129號,(03)9283105,alllink,7:30-22:30,
花蓮,花蓮縣花蓮市國聯二路110號,(03)8334323,alllink,8:00 - 23:00,
花蓮中正,花蓮縣花蓮市中正路230號,(03)8349816,alllink,8:00 - 23:00,
吉安,(97342)花蓮縣吉安鄉中華路２段232號,(03)8549501,alllink,8:00 - 23:00,
鳳林,(97545)花蓮縣鳳林鎮中正路２段212號,(03)8764883,alllink,7:30 - 22:30,
花蓮建國,花蓮縣吉安鄉建國路一段119號,(03)8463875,alllink,8:00 - 23:00,
花蓮光復,(97642)花蓮縣光復鄉中山路２段299-1、299-2號,(03)8706012,alllink,7:30 - 22:30,
花蓮重慶,花蓮縣花蓮市重慶路331號,(03)8311051,alllink,7:30 - 22:30,
花蓮慶豐,花蓮縣吉安鄉中山路三段136號,(03)8521812,alllink,8:00 - 23:00,
玉里二,(98143)花蓮縣玉里鎮仁愛路１段116號,(03)8885509,alllink,8:00 - 23:00,
花蓮林森,(97052)花蓮縣花蓮市林森路69-71號,(03)8310753,alllink,7:30 - 22:30,
花蓮玉里,(98143)花蓮縣玉里鎮和平路92號,(03)8880171,alllink,7:30-22:30,
台東,台東縣台東市平等街11號,(089)325210,alllink,7:30 - 22:30,
新生,台東縣台東市新生路429號,(089)361060,alllink,8:00 - 23:00,
開封,台東縣台東市開封街372號,(089)360958,alllink,8:00 - 23:00,
台東中山,(95001)台東縣台東市中山路370號1、2樓,(089)339886,alllink,7:30 - 22:30,
台東漢陽,(95041)台東縣台東市漢陽南路89號,(089)310362,alllink,7:30 - 22:30,
台東太麻里,(96346)台東縣太麻里鄉外環路190號,(089)780275,alllink,7:30 - 22:30,
澎湖文光,(88044)澎湖縣馬公市文光路85號,(06)9269688,alllink,8:00 - 23:00,
馬公,(88049)澎湖縣馬公市文山路69號１樓,(06)9216991,alllink,8:00 - 23:00,
澎湖中華,(88048)澎湖縣馬公市中華路61-4號,(06)9268889,alllink,7:30 - 22:30,
金門慈湖,(89244)金門縣金寧鄉下埔下56-1號,(082)322240,alllink,8:00 - 23:00,
民族西門市,台北市大同區民族西路151號153號155號,02-25954841,711,24hr,
中南門市,新北市三重區中正南路248-1號248-2號,02-29754553,711,24hr,
大安港門市,台中市大甲區大安港路118號,04-26804055,711,24hr,
武聖門市,台南市中西區武聖路47號49號,06-2800754,711,24hr,
平等門市,高雄市三民區九如一路805號,07-3927743,711,24hr,
新生南路店,台北市大安區新生南路一段163號,02-27035220,family,24hr,
永康永仁店,台南市永康區大仁街39號1樓,06-2056842,family,24hr,
蘆洲民仁店,新北市蘆洲區民族路448號,02-82835024,family,24hr,
台中上安店,台中市西屯區上安路136號1樓,04-24524993,family,24hr,
高雄永昌店,高雄市苓雅區成功一路168之2號,07-3329586,family,24hr,
